,formula,structure,young_modulus,bulk_modulus,shear_modulus,hardness
416,Zr2 Ti2 C4,"Full Formula (Zr2 Ti2 C4)
Reduced Formula: ZrTiC2
abc   :   4.527084   4.548839   4.548839
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5  -0    -0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Ti    -0    -0    -0
  5  Ti    -0     0.5   0.5
  6  Zr     0.5   0     0.5
  7  Zr     0.5   0.5  -0",401.542,233.291,165.498,23.347
417,Ti1 V3 C4,"Full Formula (Ti1 V3 C4)
Reduced Formula: TiV3C4
abc   :   4.199110   4.199110   4.199110
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5  -0    -0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Ti    -0     0     0
  5  V      0     0.5   0.5
  6  V      0.5   0     0.5
  7  V      0.5   0.5   0",499.627,303.948,203.757,24.844
418,Ti1 V2 W1 C4,"Full Formula (Ti1 V2 W1 C4)
Reduced Formula: TiV2WC4
abc   :   4.258960   4.258960   4.264652
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5  -0
  1  C      0.5   0    -0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Ti     0     0     0
  5  V     -0     0.5   0.5
  6  V      0.5   0     0.5
  7  W      0.5   0.5  -0",503.417,322.278,203.047,22.847
419,Zr1 Ti1 V2 C4,"Full Formula (Zr1 Ti1 V2 C4)
Reduced Formula: ZrTi(VC2)2
abc   :   4.367584   4.367584   4.335337
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  C     0    0.5  0
  1  C     0.5  0    0
  2  C     0    0    0.5
  3  C     0.5  0.5  0.5
  4  Ti    0    0    0
  5  V     0    0.5  0.5
  6  V     0.5  0    0.5
  7  Zr    0.5  0.5  0",441.0,261.088,180.962,24.013
420,Ti1 V1 W2 C4,"Full Formula (Ti1 V1 W2 C4)
Reduced Formula: TiV(WC2)2
abc   :   4.298417   4.319799   4.319799
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5  -0    -0
  2  C      0     0     0.5
  3  C      0.5   0.5   0.5
  4  Ti     0     0     0
  5  V      0     0.5   0.5
  6  W      0.5  -0     0.5
  7  W      0.5   0.5  -0",538.08,345.623,216.876,23.733
421,Zr2 Ti1 V1 C4,"Full Formula (Zr2 Ti1 V1 C4)
Reduced Formula: Zr2TiVC4
abc   :   4.473441   4.516118   4.516118
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5  -0    -0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Ti     0     0    -0
  5  V     -0     0.5   0.5
  6  Zr     0.5   0     0.5
  7  Zr     0.5   0.5   0",404.939,236.49,166.694,23.26
422,Ti1 W3 C4,"Full Formula (Ti1 W3 C4)
Reduced Formula: TiW3C4
abc   :   4.359101   4.359101   4.359101
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5   0     0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Ti    -0    -0    -0
  5  W     -0     0.5   0.5
  6  W      0.5  -0     0.5
  7  W      0.5   0.5  -0",536.279,357.876,214.469,22.173
423,V2 Cr2 C4,"Full Formula (V2 Cr2 C4)
Reduced Formula: VCrC2
abc   :   4.116503   4.110104   4.110104
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5   0    -0
  2  C     -0     0     0.5
  3  C      0.5   0.5   0.5
  4  Cr     0     0     0
  5  Cr    -0     0.5   0.5
  6  V      0.5  -0     0.5
  7  V      0.5   0.5   0",453.527,325.79,178.838,17.441
424,Zr1 Ti1 W2 C4,"Full Formula (Zr1 Ti1 W2 C4)
Reduced Formula: ZrTi(WC2)2
abc   :   4.445679   4.445679   4.409706
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a     b     c
---  ----  ---  ----  ----
  0  C     0     0.5   0
  1  C     0.5  -0    -0
  2  C     0    -0     0.5
  3  C     0.5   0.5   0.5
  4  Ti    0    -0    -0
  5  W     0     0.5   0.5
  6  W     0.5  -0     0.5
  7  Zr    0.5   0.5   0",473.483,308.528,190.272,21.274
425,Zr2 Ti1 W1 C4,"Full Formula (Zr2 Ti1 W1 C4)
Reduced Formula: Zr2TiWC4
abc   :   4.508167   4.530136   4.530136
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b    c
---  ----  ----  ----  ---
  0  C     -0     0.5  0
  1  C      0.5  -0    0
  2  C      0    -0    0.5
  3  C      0.5   0.5  0.5
  4  Ti    -0    -0    0
  5  W     -0     0.5  0.5
  6  Zr     0.5  -0    0.5
  7  Zr     0.5   0.5  0",453.265,265.077,186.527,24.984
426,Zr3 Ti1 C4,"Full Formula (Zr3 Ti1 C4)
Reduced Formula: Zr3TiC4
abc   :   4.630594   4.630594   4.630594
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b    c
---  ----  ----  ----  ---
  0  C     -0     0.5  0
  1  C      0.5  -0    0
  2  C     -0    -0    0.5
  3  C      0.5   0.5  0.5
  4  Ti    -0    -0    0
  5  Zr    -0     0.5  0.5
  6  Zr     0.5  -0    0.5
  7  Zr     0.5   0.5  0",395.742,225.98,163.783,23.85
427,V3 W1 C4,"Full Formula (V3 W1 C4)
Reduced Formula: V3WC4
abc   :   4.223957   4.223957   4.223957
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5  -0     0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  V     -0    -0    -0
  5  V      0     0.5   0.5
  6  V      0.5   0     0.5
  7  W      0.5   0.5  -0",458.291,334.584,180.187,17.078
428,Zr1 V3 C4,"Full Formula (Zr1 V3 C4)
Reduced Formula: ZrV3C4
abc   :   4.314547   4.314547   4.314547
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C     -0    0.5   0
  1  C      0.5  0     0
  2  C     -0    0     0.5
  3  C      0.5  0.5   0.5
  4  V     -0    0     0
  5  V     -0    0.5   0.5
  6  V      0.5  0     0.5
  7  Zr     0.5  0.5  -0",444.942,271.075,181.397,22.965
429,V2 W2 C4,"Full Formula (V2 W2 C4)
Reduced Formula: VWC2
abc   :   4.269470   4.287694   4.287694
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5   0     0
  2  C      0     0     0.5
  3  C      0.5   0.5   0.5
  4  V     -0     0    -0
  5  V     -0     0.5   0.5
  6  W      0.5  -0     0.5
  7  W      0.5   0.5  -0",538.087,352.107,216.047,22.986
430,Zr1 V2 W1 C4,"Full Formula (Zr1 V2 W1 C4)
Reduced Formula: ZrV2WC4
abc   :   4.356179   4.366691   4.366691
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5  -0    -0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  V     -0    -0     0
  5  V     -0     0.5   0.5
  6  W      0.5  -0     0.5
  7  Zr     0.5   0.5  -0",476.496,291.839,194.032,23.802
431,Zr2 V2 C4,"Full Formula (Zr2 V2 C4)
Reduced Formula: ZrVC2
abc   :   4.415444   4.486054   4.486054
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5  -0
  1  C      0.5  -0     0
  2  C     -0     0     0.5
  3  C      0.5   0.5   0.5
  4  V     -0     0    -0
  5  V     -0     0.5   0.5
  6  Zr     0.5  -0     0.5
  7  Zr     0.5   0.5   0",426.267,244.311,176.259,24.875
432,V1 W3 C4,"Full Formula (V1 W3 C4)
Reduced Formula: VW3C4
abc   :   4.332830   4.332830   4.332830
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5  -0    -0
  2  C      0     0     0.5
  3  C      0.5   0.5   0.5
  4  V      0     0     0
  5  W     -0     0.5   0.5
  6  W      0.5  -0     0.5
  7  W      0.5   0.5  -0",453.932,365.711,175.517,14.287
433,Zr1 V1 W2 C4,"Full Formula (Zr1 V1 W2 C4)
Reduced Formula: ZrV(WC2)2
abc   :   4.407593   4.407593   4.397603
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C     -0    0.5  -0
  1  C      0.5  0    -0
  2  C     -0    0     0.5
  3  C      0.5  0.5   0.5
  4  V     -0    0     0
  5  W     -0    0.5   0.5
  6  W      0.5  0     0.5
  7  Zr     0.5  0.5   0",485.452,315.861,195.141,21.685
434,V1 Cr2 W1 C4,"Full Formula (V1 Cr2 W1 C4)
Reduced Formula: VCr2WC4
abc   :   4.193847   4.187356   4.187356
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5   0    -0
  2  C     -0     0     0.5
  3  C      0.5   0.5   0.5
  4  Cr    -0     0     0
  5  Cr    -0     0.5   0.5
  6  V      0.5  -0     0.5
  7  W      0.5   0.5  -0",480.748,340.439,190.072,18.602
435,Zr2 V1 W1 C4,"Full Formula (Zr2 V1 W1 C4)
Reduced Formula: Zr2VWC4
abc   :   4.466118   4.503906   4.503906
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b    c
---  ----  ----  ----  ---
  0  C     -0     0.5  0
  1  C      0.5   0    0
  2  C     -0    -0    0.5
  3  C      0.5   0.5  0.5
  4  V     -0    -0    0
  5  W     -0     0.5  0.5
  6  Zr     0.5   0    0.5
  7  Zr     0.5   0.5  0",429.744,268.748,174.198,21.434
436,Zr3 V1 C4,"Full Formula (Zr3 V1 C4)
Reduced Formula: Zr3VC4
abc   :   4.595022   4.595022   4.595022
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C     -0    0.5  -0
  1  C      0.5  0    -0
  2  C     -0    0     0.5
  3  C      0.5  0.5   0.5
  4  V     -0    0    -0
  5  Zr    -0    0.5   0.5
  6  Zr     0.5  0     0.5
  7  Zr     0.5  0.5  -0",388.774,228.6,159.785,22.371
437,Zr1 W3 C4,"Full Formula (Zr1 W3 C4)
Reduced Formula: ZrW3C4
abc   :   4.441221   4.441221   4.441221
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a     b     c
---  ----  ---  ----  ----
  0  C     0     0.5  -0
  1  C     0.5   0    -0
  2  C     0     0     0.5
  3  C     0.5   0.5   0.5
  4  W     0     0     0
  5  W     0     0.5   0.5
  6  W     0.5  -0     0.5
  7  Zr    0.5   0.5  -0",514.151,334.434,206.69,22.538
438,Zr2 W2 C4,"Full Formula (Zr2 W2 C4)
Reduced Formula: ZrWC2
abc   :   4.480836   4.534625   4.534625
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b    c
---  ----  ----  ----  ---
  0  C     -0     0.5  0
  1  C      0.5   0    0
  2  C     -0    -0    0.5
  3  C      0.5   0.5  0.5
  4  W     -0    -0    0
  5  W     -0     0.5  0.5
  6  Zr     0.5   0    0.5
  7  Zr     0.5   0.5  0",474.446,295.469,192.492,23.053
439,Zr3 W1 C4,"Full Formula (Zr3 W1 C4)
Reduced Formula: Zr3WC4
abc   :   4.605580   4.605580   4.605580
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5  -0    -0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  W     -0    -0    -0
  5  Zr     0     0.5   0.5
  6  Zr     0.5  -0     0.5
  7  Zr     0.5   0.5  -0",441.339,255.523,182.05,24.992
440,Ti1 Cr3 C4,"Full Formula (Ti1 Cr3 C4)
Reduced Formula: TiCr3C4
abc   :   4.135808   4.135808   4.135808
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5  -0    -0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Cr    -0     0    -0
  5  Cr     0     0.5   0.5
  6  Cr     0.5   0     0.5
  7  Ti     0.5   0.5   0",420.028,314.193,164.434,15.411
441,Zr1 V1 Cr2 C4,"Full Formula (Zr1 V1 Cr2 C4)
Reduced Formula: ZrV(CrC2)2
abc   :   4.264093   4.283031   4.283031
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5  -0
  1  C      0.5  -0     0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Cr     0    -0     0
  5  Cr     0     0.5   0.5
  6  V      0.5   0     0.5
  7  Zr     0.5   0.5  -0",405.551,272.055,162.019,18.22
442,Cr2 W2 C4,"Full Formula (Cr2 W2 C4)
Reduced Formula: CrWC2
abc   :   4.247301   4.257140   4.257140
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5  -0     0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Cr     0    -0     0
  5  Cr     0     0.5   0.5
  6  W      0.5  -0     0.5
  7  W      0.5   0.5  -0",426.81,356.272,164.115,12.847
443,Zr1 Cr2 W1 C4,"Full Formula (Zr1 Cr2 W1 C4)
Reduced Formula: ZrCr2WC4
abc   :   4.320083   4.339193   4.339193
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5   0     0
  2  C     -0     0     0.5
  3  C      0.5   0.5   0.5
  4  Cr    -0     0    -0
  5  Cr     0     0.5   0.5
  6  W      0.5  -0     0.5
  7  Zr     0.5   0.5   0",423.69,291.576,168.423,17.946
444,Zr2 Cr2 C4,"Full Formula (Zr2 Cr2 C4)
Reduced Formula: ZrCrC2
abc   :   4.357991   4.465949   4.465949
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5   0     0
  2  C     -0     0     0.5
  3  C      0.5   0.5   0.5
  4  Cr     0     0    -0
  5  Cr    -0     0.5   0.5
  6  Zr     0.5  -0     0.5
  7  Zr     0.5   0.5   0",368.931,238.408,148.513,18.256
445,Hf3 Cr1 C4,"Full Formula (Hf3 Cr1 C4)
Reduced Formula: Hf3CrC4
abc   :   4.540726   4.540726   4.540726
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5   0     0
  2  C     -0     0     0.5
  3  C      0.5   0.5   0.5
  4  Cr    -0    -0    -0
  5  Hf    -0     0.5   0.5
  6  Hf     0.5  -0     0.5
  7  Hf     0.5   0.5  -0",419.229,253.296,171.233,22.406
446,Hf2 Cr1 Mo1 C4,"Full Formula (Hf2 Cr1 Mo1 C4)
Reduced Formula: Hf2CrMoC4
abc   :   4.471930   4.471930   4.428958
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP      a     b    c
---  ----  ---  ----  ---
  0  C     0     0.5  0
  1  C     0.5  -0    0
  2  C     0    -0    0.5
  3  C     0.5   0.5  0.5
  4  Cr    0    -0    0
  5  Hf    0     0.5  0.5
  6  Hf    0.5  -0    0.5
  7  Mo    0.5   0.5  0",446.135,279.789,180.732,21.865
447,Hf2 Nb1 Cr1 C4,"Full Formula (Hf2 Nb1 Cr1 C4)
Reduced Formula: Hf2NbCrC4
abc   :   4.504955   4.504955   4.472655
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5  -0     0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Cr    -0    -0     0
  5  Hf    -0     0.5   0.5
  6  Hf     0.5  -0     0.5
  7  Nb     0.5   0.5  -0",445.714,268.924,182.107,23.387
449,Hf2 Ta1 Cr1 C4,"Full Formula (Hf2 Ta1 Cr1 C4)
Reduced Formula: Hf2TaCrC4
abc   :   4.503833   4.503833   4.467318
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5   0
  1  C      0.5  -0     0
  2  C      0     0     0.5
  3  C      0.5   0.5   0.5
  4  Cr    -0    -0    -0
  5  Hf    -0     0.5   0.5
  6  Hf     0.5  -0     0.5
  7  Ta     0.5   0.5  -0",460.651,278.074,188.189,23.878
450,Hf2 Ti1 Cr1 C4,"Full Formula (Hf2 Ti1 Cr1 C4)
Reduced Formula: Hf2TiCrC4
abc   :   4.475837   4.475837   4.434592
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b    c
---  ----  ----  ----  ---
  0  C     -0     0.5  0
  1  C      0.5  -0    0
  2  C      0     0    0.5
  3  C      0.5   0.5  0.5
  4  Cr     0    -0    0
  5  Hf     0     0.5  0.5
  6  Hf     0.5  -0    0.5
  7  Ti     0.5   0.5  0",417.281,255.936,169.866,21.752
451,V1 Cr3 C4,"Full Formula (V1 Cr3 C4)
Reduced Formula: VCr3C4
abc   :   4.090812   4.090812   4.090812
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5  -0
  1  C      0.5  -0     0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Cr     0    -0     0
  5  Cr    -0     0.5   0.5
  6  Cr     0.5   0     0.5
  7  V      0.5   0.5   0",418.855,331.722,162.403,13.91
452,Hf2 V1 Cr1 C4,"Full Formula (Hf2 V1 Cr1 C4)
Reduced Formula: Hf2VCrC4
abc   :   4.445509   4.445509   4.377900
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C     -0    0.5   0
  1  C      0.5  0     0
  2  C     -0    0     0.5
  3  C      0.5  0.5   0.5
  4  Cr    -0    0    -0
  5  Hf    -0    0.5   0.5
  6  Hf     0.5  0     0.5
  7  V      0.5  0.5   0",422.276,263.461,171.258,21.273
453,Hf2 Cr1 W1 C4,"Full Formula (Hf2 Cr1 W1 C4)
Reduced Formula: Hf2CrWC4
abc   :   4.468528   4.468528   4.425724
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a    b     c
---  ----  ----  ---  ----
  0  C     -0    0.5   0
  1  C      0.5  0     0
  2  C     -0    0     0.5
  3  C      0.5  0.5   0.5
  4  Cr    -0    0    -0
  5  Hf    -0    0.5   0.5
  6  Hf     0.5  0     0.5
  7  W      0.5  0.5  -0",467.192,290.656,189.591,22.86
454,Hf2 Zr1 Cr1 C4,"Full Formula (Hf2 Zr1 Cr1 C4)
Reduced Formula: Hf2ZrCrC4
abc   :   4.550377   4.550377   4.564015
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C     -0     0.5  -0
  1  C      0.5  -0    -0
  2  C     -0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Cr    -0    -0     0
  5  Hf    -0     0.5   0.5
  6  Hf     0.5  -0     0.5
  7  Zr     0.5   0.5   0",402.392,243.506,164.297,21.746
455,Hf1 Cr1 Mo2 C4,"Full Formula (Hf1 Cr1 Mo2 C4)
Reduced Formula: HfCr(MoC2)2
abc   :   4.381426   4.384318   4.384318
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5   0    -0
  2  C      0    -0     0.5
  3  C      0.5   0.5   0.5
  4  Cr    -0    -0     0
  5  Hf    -0     0.5   0.5
  6  Mo     0.5   0     0.5
  7  Mo     0.5   0.5  -0",447.787,310.666,177.726,18.371
456,Hf1 Nb2 Cr1 C4,"Full Formula (Hf1 Nb2 Cr1 C4)
Reduced Formula: HfNb2CrC4
abc   :   4.455108   4.445990   4.445990
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b    c
---  ----  ----  ----  ---
  0  C     -0     0.5  0
  1  C      0.5  -0    0
  2  C     -0    -0    0.5
  3  C      0.5   0.5  0.5
  4  Cr    -0    -0    0
  5  Hf     0     0.5  0.5
  6  Nb     0.5  -0    0.5
  7  Nb     0.5   0.5  0",469.502,285.445,191.498,23.878
458,Hf1 Ta2 Cr1 C4,"Full Formula (Hf1 Ta2 Cr1 C4)
Reduced Formula: HfTa2CrC4
abc   :   4.453579   4.442550   4.442550
angles:  90.000000  90.000000  90.000000
pbc   :       True       True       True
Sites (8)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  C      0     0.5   0
  1  C      0.5  -0    -0
  2  C     -0     0     0.5
  3  C      0.5   0.5   0.5
  4  Cr     0     0     0
  5  Hf    -0     0.5   0.5
  6  Ta     0.5  -0     0.5
  7  Ta     0.5   0.5  -0",494.836,304.566,201.281,24.19
